@RELATION post-classification

@ATTRIBUTE IsQuote NUMERIC
@ATTRIBUTE TitleSim NUMERIC
@ATTRIBUTE InitSim NUMERIC
@ATTRIBUTE ThreadSim NUMERIC
@ATTRIBUTE QuestionMark NUMERIC
@ATTRIBUTE Duplicate NUMERIC
@ATTRIBUTE FiveW1H NUMERIC
@ATTRIBUTE AbsPosition NUMERIC
@ATTRIBUTE NormPosition NUMERIC
@ATTRIBUTE PostLength NUMERIC
@ATTRIBUTE PostLengthUnique NUMERIC
@ATTRIBUTE PostLengthStemmed NUMERIC
@ATTRIBUTE PostLengthUniqueStemmed NUMERIC
@ATTRIBUTE UserPostCount NUMERIC
@ATTRIBUTE IsStarter NUMERIC
@ATTRIBUTE UserAuth NUMERIC
@ATTRIBUTE Thanks NUMERIC
@ATTRIBUTE ExclamationMark NUMERIC
@ATTRIBUTE NegativeFeedback NUMERIC
@ATTRIBUTE SentimentScoreProm NUMERIC
@ATTRIBUTE Class {1, 2, 3, 4, 5, 6, 7, 8}
@ATTRIBUTE postLengthFull NUMERIC
@ATTRIBUTE minNeg NUMERIC
@ATTRIBUTE promNeg NUMERIC
@ATTRIBUTE maxPos NUMERIC
@ATTRIBUTE promPos NUMERIC
@ATTRIBUTE PostThreadCount NUMERIC
@ATTRIBUTE NofiveW1H NUMERIC
@ATTRIBUTE NoQuestionMark NUMERIC
@ATTRIBUTE UserPostIniCount NUMERIC
@ATTRIBUTE UserPostReplieCount NUMERIC


@DATA
1,0.000000000000000,0.231714938353563,0.333550230749144,0,0,0,7,0.636363636363636,13,13,13,13,5,1,0.010776870756569,0,0,0,1,4,32,2,2,3,3,11,0,0,1,4
1,0.000000000000000,0.228145374362733,0.356410247378978,0,0,0,9,0.818181818181818,11,11,11,11,5,1,0.010776870756569,0,0,0,1,4,28,1,1,3,3,11,0,0,1,4
0,0.107327939296959,0.961336904055934,0.760834942552129,1,0,1,1,0.090909090909091,68,43,68,40,5,1,0.010776870756569,0,0,0,1,1,167,1,1,3,3,11,2,2,1,4
0,0.000000000000000,0.000000000000000,0.348595262541562,0,0,0,3,1.000000000000000,9,6,9,6,1,0,0.005105793251843,0,0,0,2,5,15,2,2,2,2,3,0,0,0,1
0,0.000000000000000,0.060223054003226,0.149767862957848,0,0,1,5,0.263157894736842,5,5,5,5,1,0,0.005105793251843,0,0,0,1,8,14,2,2,4,4,19,1,0,0,1
0,0.033403773165066,1.000000000000000,0.840006000615017,1,0,1,1,0.500000000000000,33,30,33,29,1,1,0.003215434083601,1,0,0,1,1,87,0,0,3,3,2,2,1,1,0
0,0.043317313950798,0.151883027067246,0.404719695816807,0,1,0,8,0.444444444444444,7,7,7,7,1,0,0.005105793251843,0,0,0,1,2,27,2,2,2,2,18,0,0,0,1
1,0.000000000000000,0.048196461046036,0.146972140454757,0,0,0,10,0.769230769230769,3,2,3,2,1,0,0.005105793251843,0,0,0,2,5,5,2,2,2,2,13,0,0,0,1
0,0.018981405246950,0.015660204084169,0.103335179657613,0,0,0,3,0.250000000000000,13,10,13,10,1,0,0.005105793251843,0,0,0,2,3,19,2,2,2,2,12,0,0,0,1
1,0.000000000000000,0.035413410689451,0.282864941562290,0,0,0,15,1.000000000000000,12,12,12,11,1,0,0.005105793251843,1,0,0,1,5,23,2,2,2,2,15,0,0,0,1
0,0.153390492209537,1.000000000000000,0.444516257497895,0,0,0,1,0.333333333333333,13,13,13,12,2,1,0.005105793251843,0,0,0,1,1,27,1,1,2,2,3,0,0,1,1
0,0.050321779387123,0.000000000000000,0.217621787854973,0,0,0,3,1.000000000000000,2,2,2,2,2,1,0.005105793251843,1,1,0,3,7,4,2,2,2,2,3,0,0,1,1
0,0.046885193565971,0.064473752645687,0.134084622682053,0,0,0,19,0.863636363636364,5,5,5,5,3,0,0.005105793251843,0,1,0,2,7,10,2,2,2,2,22,0,0,0,3
0,0.272956957733727,0.999999999999999,0.999999999999999,1,0,1,1,1.000000000000000,23,21,23,19,1,1,0.003215434083601,1,0,0,1,1,61,1,1,2,2,1,2,1,1,0
0,0.040321513415389,0.030645018449184,0.179713522443723,0,0,0,4,0.800000000000000,16,13,16,13,1,0,0.005105793251843,0,0,0,1,5,17,2,2,2,2,5,0,0,0,1
0,0.198829855035117,1.000000000000000,0.793153224551992,1,0,1,1,0.333333333333333,18,15,18,15,1,1,0.003215434083601,0,0,1,1,1,54,2,2,2,2,3,1,1,1,0
0,0.092099194707816,0.244686453943643,0.639455988368905,0,0,1,14,0.666666666666667,92,74,92,71,1,0,0.005105793251843,0,0,0,0,5,257,0,0,3,3,21,3,0,0,1
0,0.000000000000000,0.100519756234416,0.413291997192890,0,0,0,2,1.000000000000000,4,4,4,4,1,0,0.005105793251843,0,0,0,2,5,11,2,2,2,2,2,0,0,0,1
1,0.071478792372755,1.000000000000000,0.686990834442725,0,0,1,1,0.090909090909091,31,26,31,25,3,1,0.006996152420085,0,0,0,2,1,78,1,1,3,3,11,1,0,1,2
0,0.000000000000000,0.065470050058100,0.123357424134712,1,0,0,2,0.181818181818182,1,1,1,1,3,1,0.006996152420085,0,0,0,2,8,5,2,2,2,2,11,0,1,1,2
0,0.098997020592115,0.333677459885173,0.531806559069635,0,0,1,4,0.363636363636364,15,12,15,12,3,1,0.006996152420085,0,0,0,2,7,43,2,2,3,3,11,2,0,1,2
0,0.009243229883988,1.000000000000000,0.901591405707709,0,0,1,1,0.333333333333333,176,111,176,110,2,1,0.005105793251843,0,0,0,1,1,225,1,1,4,3,3,2,0,1,1
0,0.031161803616970,0.159441712374358,0.413887734663513,1,0,0,3,1.000000000000000,17,16,17,16,2,1,0.005105793251843,0,0,0,1,4,36,2,2,2,2,3,0,1,1,1
0,0.172703712702345,1.000000000000000,0.617844926530362,0,1,0,1,0.083333333333333,39,36,39,35,3,1,0.006996152420085,1,0,0,3,1,86,2,2,3,3,12,0,0,1,2
0,0.000000000000000,0.117273464908007,0.264543235772872,0,0,0,3,0.250000000000000,2,2,2,2,3,1,0.006996152420085,1,0,0,2,8,4,2,2,2,2,12,0,0,1,2
0,0.161086752133619,0.124359555023703,0.409910956844743,0,0,1,6,0.500000000000000,19,12,19,12,3,1,0.006996152420085,1,0,0,1,5,53,1,1,2,2,12,1,0,1,2
0,0.029120203445304,0.120297021696179,0.267752246296352,0,0,0,11,0.916666666666667,7,7,7,7,1,0,0.005105793251843,0,0,0,2,8,13,2,2,3,3,12,0,0,0,1
1,0.052435092973369,0.163803209738201,0.243833992145917,0,0,0,6,1.000000000000000,22,20,22,20,3,1,0.006996152420085,1,0,0,1,6,38,2,2,3,3,6,0,0,1,2
0,0.114844445334926,0.200864346914104,0.884343285158419,0,1,1,3,0.500000000000000,569,193,569,187,3,1,0.006996152420085,0,1,0,1,4,664,1,1,3,3,6,1,0,1,2
0,0.253762102042032,1.000000000000000,0.495906178366308,0,0,0,1,0.166666666666667,60,54,60,54,3,1,0.006996152420085,1,1,0,1,1,142,1,1,4,3,6,0,0,1,2
0,0.092172722133140,0.246305168136839,0.557676475793800,0,1,0,9,0.562500000000000,45,29,45,26,1,0,0.005105793251843,0,0,1,1,5,94,1,1,3,3,16,0,0,0,1
0,0.136502844798515,1.000000000000000,0.878280752284206,1,0,1,1,0.500000000000000,22,20,22,18,1,1,0.003215434083601,0,0,0,1,1,65,2,2,2,2,2,1,2,1,0
0,0.037020525620354,0.163369868833363,0.499331581904663,0,0,1,2,0.400000000000000,14,12,14,11,1,0,0.005105793251843,0,0,0,1,5,42,1,1,2,2,5,1,0,0,1
0,0.000000000000000,0.186263312200912,0.357201102173877,0,0,1,4,0.190476190476190,8,8,8,8,1,0,0.005105793251843,0,0,0,1,8,17,2,2,3,3,21,1,0,0,1
0,0.094126609321704,0.636268423838991,0.636268423838991,1,0,1,1,1.000000000000000,35,25,35,25,1,1,0.003215434083601,0,0,0,1,1,87,1,1,3,3,1,2,1,1,0
0,0.000000000000000,0.262211202742320,0.596058643332184,0,0,1,9,0.900000000000000,27,26,27,26,4,1,0.008886511588327,0,0,0,1,8,82,1,1,3,3,10,2,0,1,3
0,0.000000000000000,0.281827989365096,0.611261939903250,1,0,1,7,0.700000000000000,34,30,34,29,4,1,0.008886511588327,1,0,0,1,8,99,1,1,3,3,10,1,2,1,3
0,0.012014145914804,0.999999999999999,0.644754994118137,1,1,1,1,0.100000000000000,76,70,76,67,4,1,0.008886511588327,0,1,0,1,1,177,0,0,3,3,10,1,1,1,3
1,0.019603045496341,0.390583237801969,0.870394299105916,1,0,1,3,0.300000000000000,170,140,170,133,4,1,0.008886511588327,0,0,0,0,5,478,1,1,3,3,10,5,3,1,3
0,0.000000000000000,0.133068611249230,0.256207825086523,0,1,0,7,0.636363636363636,2,2,2,2,1,0,0.005105793251843,0,0,0,1,2,6,2,2,2,2,11,0,0,0,1
0,0.037081286867110,0.149238362821165,0.376295958115992,1,0,0,33,0.942857142857143,6,6,6,6,17,1,0.025899744102505,0,0,0,1,1,17,2,2,2,2,35,0,1,1,16
0,0.087174891769731,1.000000000000000,0.493239247891816,1,0,1,1,0.028571428571429,22,20,22,20,17,1,0.025899744102505,0,1,0,1,1,54,1,1,3,3,35,1,1,1,16
0,0.172743768687499,0.180958501052430,0.400275954984793,1,0,0,5,0.142857142857143,6,6,6,6,17,1,0.025899744102505,0,0,0,1,1,14,2,2,2,2,35,0,1,1,16
0,0.101815906808441,0.158096030647146,0.338908612172426,0,0,0,9,0.257142857142857,3,3,3,3,17,1,0.025899744102505,0,0,0,1,4,12,2,2,3,3,35,0,0,1,16
0,0.024839420552950,0.226520207348150,0.403253985131738,1,0,1,11,0.314285714285714,16,16,16,16,17,1,0.025899744102505,0,0,0,1,1,38,2,2,2,2,35,1,7,1,16
0,0.057891093143730,0.111029229582484,0.123681696103799,1,0,1,15,0.428571428571429,4,4,4,4,17,1,0.025899744102505,0,0,0,2,1,9,2,2,2,2,35,1,3,1,16
0,0.080211826599178,0.087174891769731,0.123781782147679,1,0,0,17,0.485714285714286,3,3,3,3,17,1,0.025899744102505,0,0,0,2,1,5,2,2,2,2,35,0,1,1,16
0,0.061704305428443,0.097455925001071,0.165783052107628,1,0,0,20,0.571428571428571,2,2,2,2,17,1,0.025899744102505,0,0,0,1,1,8,2,2,2,2,35,0,1,1,16
0,0.152445088075654,0.135675934698217,0.297143180280023,1,0,0,23,0.657142857142857,4,4,4,4,17,1,0.025899744102505,0,0,0,2,1,12,2,2,2,2,35,0,3,1,16
0,0.091382635325303,0.179786288445786,0.315075282464802,1,0,1,29,0.828571428571429,14,14,14,14,17,1,0.025899744102505,0,0,0,1,1,37,2,2,2,2,35,2,1,1,16
0,0.037081286867110,0.135185581991328,0.240149856085203,1,0,0,31,0.885714285714286,5,5,5,5,17,1,0.025899744102505,0,0,0,1,1,19,2,2,2,2,35,0,2,1,16
0,0.000000000000000,0.000000000000000,0.019425424835833,0,0,0,7,0.200000000000000,5,5,5,5,17,1,0.025899744102505,1,1,0,1,7,5,1,1,2,2,35,0,0,1,16
0,0.000000000000000,0.035592481052109,0.159762074173322,0,0,0,35,1.000000000000000,5,5,5,5,17,1,0.025899744102505,1,0,0,3,8,12,2,2,4,3,35,0,0,1,16
0,0.071596290697244,1.000000000000000,0.469467576709234,1,0,1,1,0.100000000000000,25,21,25,21,6,1,0.010776870756569,0,0,0,1,1,49,1,1,3,3,10,1,1,1,5
0,0.000000000000000,0.163656410551285,0.329946703173630,0,0,1,2,0.200000000000000,6,6,6,6,6,1,0.010776870756569,0,0,0,1,4,14,2,2,3,3,10,1,0,1,5
0,0.000000000000000,0.121369111709762,0.224288381516450,1,0,0,6,0.600000000000000,9,7,9,7,6,1,0.010776870756569,0,0,0,1,4,18,1,1,2,2,10,0,1,1,5
0,0.020513305871822,0.120972554394224,0.370518791657247,0,0,0,7,0.700000000000000,13,11,13,11,6,1,0.010776870756569,0,0,0,1,8,29,2,2,2,2,10,0,0,1,5
0,0.035219241173152,0.075446148015892,0.291220719510430,0,0,1,4,0.400000000000000,6,6,6,6,6,1,0.010776870756569,0,0,0,2,4,14,2,2,2,2,10,1,0,1,5
0,0.107673021248809,1.000000000000000,0.810408291455211,0,0,1,1,0.333333333333333,60,50,60,48,1,1,0.003215434083601,1,0,0,0,1,130,1,1,3,3,3,3,0,1,0
0,0.135060271006562,0.999999999999999,0.999999999999999,1,0,0,1,1.000000000000000,45,42,45,40,1,1,0.003215434083601,0,0,0,0,1,91,2,2,4,3,1,0,2,1,0
0,0.000000000000000,1.000000000000000,0.857019159929537,0,0,1,1,0.500000000000000,12,11,12,11,1,1,0.003215434083601,1,0,0,1,1,40,2,2,3,3,2,1,0,1,0
0,0.000000000000000,0.030468413202408,0.173355908476021,0,0,0,3,0.750000000000000,11,11,11,11,1,0,0.005105793251843,0,0,0,3,5,16,2,2,3,3,4,0,0,0,1
0,0.089938680157979,0.951077320021467,0.951077320021467,1,0,1,1,1.000000000000000,95,80,95,76,1,1,0.003215434083601,1,1,0,1,1,257,1,1,3,3,1,2,2,1,0
0,0.000000000000000,0.098082290875401,0.215052695920117,1,0,0,4,1.000000000000000,3,3,3,3,2,0,0.005105793251843,1,0,0,1,8,12,2,2,2,2,4,0,2,0,2
0,0.090248896302703,0.178738999068467,0.573719632955765,0,0,1,6,0.600000000000000,51,42,51,41,1,0,0.005105793251843,0,1,0,2,5,110,1,1,3,3,10,1,0,0,1
0,0.091191267338158,1.000000000000000,0.362165829893008,1,0,0,1,0.083333333333333,26,23,26,23,6,1,0.012667229924811,0,0,0,1,1,64,1,1,4,3,12,0,1,1,5
0,0.083168601676247,0.227795736579833,0.487746667825964,1,0,1,4,0.333333333333333,23,19,23,17,6,1,0.012667229924811,0,0,0,1,1,95,2,2,3,3,12,4,2,1,5
0,0.024245233131151,0.150791598691797,0.482610737097007,0,0,0,7,0.583333333333333,77,68,77,68,6,1,0.012667229924811,0,0,0,0,4,113,2,2,3,3,12,0,0,1,5
0,0.027528364739934,0.115318709627944,0.349162171298797,1,0,1,9,0.750000000000000,51,39,51,39,6,1,0.012667229924811,0,0,0,1,4,85,1,1,2,2,12,1,1,1,5
0,0.000000000000000,0.028033828962831,0.089080588637731,1,0,0,10,0.833333333333333,2,2,2,2,6,1,0.012667229924811,0,0,0,1,8,7,2,2,2,2,12,0,1,1,5
0,0.000000000000000,0.030873789313267,0.068438121127609,1,0,0,5,0.416666666666667,2,2,2,2,6,1,0.012667229924811,0,0,0,2,8,6,2,2,2,2,12,0,1,1,5
1,0.021898200359662,0.167309603723087,0.512287303489917,0,0,1,13,1.000000000000000,20,20,20,20,1,0,0.005105793251843,0,0,0,1,5,50,2,2,3,3,13,1,0,0,1
0,0.125658183839595,1.000000000000000,0.567447121457833,1,0,1,1,0.200000000000000,26,20,26,19,1,1,0.003215434083601,1,1,0,1,1,60,1,1,2,2,5,1,1,1,0
0,0.017375729058212,0.080532466850005,0.398391066032047,0,0,0,13,0.866666666666667,14,12,14,12,1,0,0.005105793251843,0,0,0,3,5,46,2,2,3,3,15,0,0,0,1
0,0.041094937223519,0.036013476908231,0.152407340159509,1,0,0,3,0.200000000000000,6,6,6,6,4,0,0.010776870756569,0,0,0,2,3,12,2,2,2,2,15,0,1,0,4
0,0.000000000000000,0.152898605112976,0.653028441905390,0,0,0,5,0.333333333333333,32,26,32,25,4,0,0.010776870756569,0,0,0,1,5,83,1,1,2,2,15,0,0,0,4
0,0.014369808379408,0.222622950602082,0.705608108869710,1,0,0,7,0.466666666666667,60,52,60,51,4,0,0.010776870756569,0,0,0,1,5,129,2,2,4,3,15,0,1,0,4
1,0.000000000000000,0.156304084413270,0.450251334476602,0,0,0,8,0.533333333333333,13,13,13,13,4,0,0.010776870756569,0,0,0,1,5,33,1,1,2,2,15,0,0,0,4
0,0.159970814562367,0.989028577145878,0.849974134309813,0,0,1,1,0.200000000000000,69,58,69,56,3,1,0.006996152420085,0,0,0,1,1,171,2,2,3,3,5,1,0,1,2
0,0.000000000000000,0.116871275320360,0.207486983138520,1,0,0,2,0.400000000000000,2,2,2,2,3,1,0.006996152420085,0,0,0,2,8,9,2,2,2,2,5,0,2,1,2
0,0.082738422343811,0.375162664134846,0.727115544927745,1,0,1,3,0.600000000000000,43,37,43,36,3,1,0.006996152420085,0,0,0,1,5,103,1,1,3,3,5,1,1,1,2
0,0.076260991801460,0.192676528084355,0.298836204258147,0,0,0,4,0.333333333333333,7,7,7,7,1,0,0.005105793251843,0,0,0,2,2,19,2,2,3,3,12,0,0,0,1
0,0.000000000000000,0.042941453239052,0.231566602699411,1,0,0,2,0.666666666666667,4,4,4,4,1,0,0.005105793251843,0,0,0,2,5,12,2,2,2,2,3,0,1,0,1
0,0.112977776187643,1.000000000000000,0.842334005193855,1,1,1,1,0.100000000000000,67,43,67,42,5,1,0.010776870756569,0,0,0,1,1,157,0,0,3,3,10,1,1,1,4
0,0.143118830010636,0.521401619535411,0.693948212214676,0,0,0,2,0.200000000000000,40,31,40,30,5,1,0.010776870756569,0,0,0,1,4,79,0,0,3,3,10,0,0,1,4
0,0.000000000000000,0.199333064090177,0.390384860358810,0,0,0,4,0.400000000000000,9,9,9,9,5,1,0.010776870756569,0,0,0,1,6,20,0,0,2,2,10,0,0,1,4
0,0.000000000000000,0.000000000000000,0.067890424923493,0,0,0,6,0.600000000000000,1,1,1,1,5,1,0.010776870756569,0,0,0,2,8,1,2,2,2,2,10,0,0,1,4
0,0.166433701679667,0.282261750644329,0.475817873214063,0,0,0,8,0.800000000000000,5,5,5,5,5,1,0.010776870756569,0,0,0,1,8,25,2,2,3,3,10,0,0,1,4
0,0.143343704829136,1.000000000000000,0.699901723862112,1,0,1,1,0.200000000000000,36,34,36,34,1,1,0.003215434083601,1,1,0,0,1,108,1,1,3,3,5,2,2,1,0
0,0.169603835553373,0.229841412983740,0.633546457656596,1,0,1,2,0.222222222222222,20,13,20,12,4,0,0.010776870756569,0,0,0,1,3,55,1,1,2,2,9,2,2,0,4
1,0.000000000000000,0.106640639234546,0.509383966515212,0,0,0,4,0.444444444444444,15,13,15,12,4,0,0.010776870756569,0,0,0,1,6,32,2,2,3,3,9,0,0,0,4
0,0.000000000000000,0.194750023510884,0.565308201029693,0,0,0,6,0.666666666666667,18,15,18,13,4,0,0.010776870756569,0,0,0,1,5,38,2,2,3,3,9,0,0,0,4
1,0.000000000000000,0.109486390479444,0.244976107675823,0,0,0,9,1.000000000000000,8,7,8,7,4,0,0.010776870756569,0,0,0,3,5,14,2,2,2,2,9,0,0,0,4
0,0.021914263413417,0.040116759797738,0.232667955676080,0,0,1,3,0.166666666666667,9,9,9,9,1,0,0.005105793251843,0,0,0,1,5,23,2,2,2,2,18,1,0,0,1
0,0.084738520514012,0.192775509071563,0.800222911908700,0,0,0,2,1.000000000000000,23,23,23,23,1,0,0.005105793251843,0,1,0,1,5,44,2,2,2,2,2,0,0,0,1
0,0.000000000000000,0.262406833137770,0.589570849682567,0,1,1,2,0.400000000000000,18,18,18,18,1,0,0.005105793251843,0,0,0,1,2,47,2,2,3,3,5,1,0,0,1
0,0.063114416955110,0.999999999999999,0.689654199617437,0,0,1,1,0.047619047619048,107,89,107,84,3,1,0.005105793251843,1,0,1,1,1,285,0,0,3,3,21,2,0,1,2
0,0.039135343959917,0.540937757897229,0.522633916602968,0,0,1,17,0.809523809523810,56,48,56,46,3,1,0.005105793251843,1,0,0,1,4,144,1,1,3,3,21,3,0,1,2
0,0.065322834218106,0.244226787004111,0.626286807606039,0,0,0,16,0.888888888888889,78,60,78,59,1,0,0.005105793251843,0,1,0,1,5,158,2,2,2,2,18,0,0,0,1
0,0.037940663045953,0.105029982883103,0.678445942562983,0,0,0,3,0.250000000000000,44,33,44,31,3,0,0.008886511588327,0,0,0,1,5,94,2,2,3,3,12,0,0,0,3
0,0.023343137391286,0.063033493108022,0.445794445730971,0,0,0,8,0.666666666666667,13,9,13,9,3,0,0.008886511588327,0,0,0,1,5,33,2,2,2,2,12,0,0,0,3
0,0.041720846843501,0.121955791829168,0.671233434566676,1,0,1,6,0.500000000000000,40,29,40,28,3,0,0.008886511588327,0,0,0,1,3,107,2,2,3,3,12,1,1,0,3
0,0.109327348550077,0.160037191141620,0.639967239359299,0,0,1,2,0.400000000000000,29,18,29,18,1,0,0.005105793251843,0,0,0,1,5,67,1,1,3,3,5,1,0,0,1
0,0.187685489118846,0.915025393979958,0.834205201798638,1,1,1,1,0.500000000000000,53,48,53,47,1,1,0.003215434083601,0,0,0,1,1,118,2,2,3,3,2,1,2,1,0
1,0.030873789313267,0.158520592247502,0.473884507176121,0,0,0,2,1.000000000000000,14,14,14,14,3,0,0.006996152420085,0,0,0,1,5,35,2,2,2,2,2,0,0,0,3
0,0.083239674644708,0.294527457232296,0.494817672086343,0,0,0,2,0.400000000000000,13,13,13,13,3,0,0.006996152420085,0,0,0,1,5,37,2,2,3,3,5,0,0,0,3
0,0.057433202506286,0.062729213608239,0.194372305034785,0,1,0,7,0.212121212121212,16,16,16,16,1,0,0.005105793251843,0,0,0,1,5,28,2,2,2,2,33,0,0,0,1
1,0.000000000000000,0.242572612346948,0.391637246363117,1,0,1,24,0.727272727272727,3,3,3,3,2,0,0.005105793251843,0,0,0,2,1,16,2,2,2,2,33,1,1,0,2
0,0.010654585426995,0.246359479545146,0.721020745282585,1,0,1,13,0.684210526315789,61,57,61,55,7,1,0.012667229924811,1,0,1,1,4,161,2,2,3,3,19,1,4,1,6
0,0.000000000000000,0.000000000000000,0.004888417555450,1,0,0,15,0.789473684210526,1,1,1,1,7,1,0.012667229924811,0,0,0,1,8,1,2,2,2,2,19,0,1,1,6
0,0.000000000000000,0.143188570738539,0.604887116959361,0,0,0,17,0.894736842105263,46,41,46,39,7,1,0.012667229924811,1,0,0,1,7,118,2,2,4,3,19,0,0,1,6
0,0.035720424587635,0.135230980679480,0.722353284906578,0,0,1,19,1.000000000000000,98,78,98,74,7,1,0.012667229924811,1,0,0,2,5,259,1,1,3,3,19,2,0,1,6
0,0.000000000000000,1.000000000000000,0.339513644980333,1,0,0,1,0.052631578947368,21,15,21,15,7,1,0.012667229924811,0,1,0,1,1,52,2,2,4,3,19,0,1,1,6
0,0.000000000000000,0.000000000000000,0.004888417555450,0,0,0,3,0.157894736842105,1,1,1,1,7,1,0.012667229924811,0,0,0,2,8,1,2,2,2,2,19,0,0,1,6
0,0.181698362247615,0.130568282172484,0.844085805886456,1,0,0,2,0.666666666666667,26,23,26,23,1,0,0.005105793251843,0,0,0,1,5,73,2,2,3,3,3,0,1,0,1
0,0.000000000000000,0.050624931210645,0.273719118096788,1,0,1,2,1.000000000000000,9,9,9,9,1,0,0.005105793251843,0,0,0,2,3,18,2,2,3,3,2,1,2,0,1
0,0.041380249762854,0.115578413748567,0.435336968109120,1,0,0,3,0.500000000000000,85,60,85,59,1,0,0.005105793251843,1,0,1,1,5,124,1,1,3,3,6,0,1,0,1
0,0.156397571099922,0.948933526855590,0.948933526855590,0,0,1,1,1.000000000000000,54,42,54,39,1,1,0.003215434083601,1,0,1,1,1,138,1,1,3,3,1,2,0,1,0
1,0.000000000000000,0.072256020005989,0.292904477237741,0,0,0,2,0.666666666666667,6,5,6,5,1,0,0.005105793251843,0,0,0,1,5,20,2,2,2,2,3,0,0,0,1
1,0.078355294479565,0.208778653687496,0.622628360889064,1,0,1,2,0.666666666666667,11,10,11,10,1,0,0.005105793251843,0,0,0,1,5,35,2,2,2,2,3,1,1,0,1
0,0.017924442314373,0.196663265020004,0.727682612080353,0,0,1,2,0.400000000000000,45,31,45,30,2,0,0.006996152420085,0,0,0,1,5,118,2,2,4,3,5,1,0,0,2
0,0.061592428836423,0.236796527185176,0.656027456945660,1,0,1,4,0.800000000000000,33,26,33,25,2,0,0.006996152420085,0,0,0,1,5,76,2,2,3,3,5,2,1,0,2
0,0.087685678288412,0.999999999999999,0.739241719564334,0,0,1,1,0.333333333333333,46,37,46,36,1,1,0.003215434083601,0,1,0,1,1,77,1,1,3,3,3,1,0,1,0
0,0.112087321784482,1.000000000000000,0.726140548819761,1,0,0,1,0.500000000000000,15,14,15,14,2,1,0.005105793251843,0,0,0,1,1,36,2,2,4,4,2,0,1,1,1
0,0.051743726200073,0.146134002465259,0.631057856131287,0,0,1,2,1.000000000000000,10,9,10,9,2,1,0.005105793251843,0,0,0,0,4,32,2,2,2,2,2,1,0,1,1
