@RELATION post-classification

@ATTRIBUTE IsQuote NUMERIC
@ATTRIBUTE TitleSim NUMERIC
@ATTRIBUTE InitSim NUMERIC
@ATTRIBUTE ThreadSim NUMERIC
@ATTRIBUTE QuestionMark NUMERIC
@ATTRIBUTE Duplicate NUMERIC
@ATTRIBUTE FiveW1H NUMERIC
@ATTRIBUTE AbsPosition NUMERIC
@ATTRIBUTE NormPosition NUMERIC
@ATTRIBUTE PostLength NUMERIC
@ATTRIBUTE PostLengthUnique NUMERIC
@ATTRIBUTE PostLengthStemmed NUMERIC
@ATTRIBUTE PostLengthUniqueStemmed NUMERIC
@ATTRIBUTE UserPostCount NUMERIC
@ATTRIBUTE IsStarter NUMERIC
@ATTRIBUTE UserAuth NUMERIC
@ATTRIBUTE Thanks NUMERIC
@ATTRIBUTE ExclamationMark NUMERIC
@ATTRIBUTE NegativeFeedback NUMERIC
@ATTRIBUTE SentimentScoreProm NUMERIC
@ATTRIBUTE Class {1, 2, 3, 4, 5, 6, 7, 8}
@ATTRIBUTE postLengthFull NUMERIC
@ATTRIBUTE minNeg NUMERIC
@ATTRIBUTE promNeg NUMERIC
@ATTRIBUTE maxPos NUMERIC
@ATTRIBUTE promPos NUMERIC
@ATTRIBUTE PostThreadCount NUMERIC
@ATTRIBUTE NofiveW1H NUMERIC
@ATTRIBUTE NoQuestionMark NUMERIC
@ATTRIBUTE UserPostIniCount NUMERIC
@ATTRIBUTE UserPostReplieCount NUMERIC


@DATA
0,  0.0632955196981296,  0.1981007768050290,  0.6152686630490230,0,0,1,7,  0.7000000000000000,20,18,20,17,1,0,  0.0053329023917259,0,0,0,1,5,75,2,2,3,3,10,1,0,0,1
0,  0.0000000000000000,  0.0000000000000000,  0.0119313979530261,1,0,0,7,  0.6363636363636364,1,1,1,1,14,0,  0.0200387847446671,0,0,0,2,3,2,2,2,2,2,11,0,1,0,14
0,  0.0108960256947039,  0.1052541449697180,  0.8272750622876380,0,0,1,7,  0.7000000000000000,55,43,55,41,14,0,  0.0200387847446671,0,0,0,3,5,161,1,1,4,3,10,1,0,0,14
0,  0.0362114755564971,  0.1073048776526420,  0.5376038132100240,0,0,0,10,  1.0000000000000000,16,14,16,14,14,0,  0.0200387847446671,1,1,0,1,7,52,2,2,3,3,10,0,0,0,14
0,  0.0000000000000000,  0.0626951481946963,  0.1969296924273290,1,0,1,2,  0.2222222222222222,5,5,5,5,14,0,  0.0200387847446671,0,0,0,2,3,14,2,2,3,3,9,2,2,0,14
0,  0.0235400703305157,  0.0848865668685821,  0.2390326708387610,0,0,0,6,  0.6000000000000000,9,9,9,9,14,0,  0.0200387847446671,0,0,0,2,5,18,2,2,2,2,10,0,0,0,14
0,  0.0000000000000000,  0.0475122146552243,  0.2336374737577500,0,0,0,3,  0.2500000000000000,9,9,9,9,14,0,  0.0200387847446671,0,0,0,1,7,21,2,2,4,4,12,0,0,0,14
0,  0.0000000000000000,  0.0710086104050907,  0.2513038709363560,1,0,1,2,  0.2857142857142857,14,11,14,11,14,0,  0.0200387847446671,0,0,0,1,3,27,2,2,3,3,7,2,4,0,14
0,  0.0000000000000000,  0.0883926762973812,  0.2632326122405570,1,0,1,4,  0.3636363636363637,5,5,5,5,14,0,  0.0200387847446671,0,0,0,1,3,30,2,2,2,2,11,1,1,0,14
0,  0.2311470438153900,  0.1490364636715560,  0.3408264641358250,1,0,1,8,  0.6666666666666666,16,15,16,14,14,0,  0.0200387847446671,0,0,0,1,3,35,2,2,2,2,12,1,1,0,14
0,  0.0000000000000000,  0.0000000000000000,  0.0260759444583170,0,0,0,11,  0.9166666666666666,3,1,3,1,14,0,  0.0200387847446671,0,0,0,1,8,3,2,2,2,2,12,0,0,0,14
0,  0.0000000000000000,  0.1176266997964690,  0.3349874244300070,1,0,1,2,  0.2857142857142857,11,11,11,11,14,0,  0.0200387847446671,0,0,0,2,3,26,2,2,3,3,7,1,1,0,14
0,  0.0000000000000000,  0.2002322116306050,  0.5579842487597940,0,0,1,5,  0.7142857142857143,29,26,29,25,14,0,  0.0200387847446671,0,0,0,1,5,71,2,2,3,3,7,1,0,0,14
0,  0.1012768757228630,  0.0916000373677363,  0.2801094504763790,0,0,0,6,  0.6000000000000000,20,19,20,19,14,0,  0.0200387847446671,0,0,0,1,8,33,1,1,3,3,10,0,0,0,14
0,  0.0000000000000000,  0.0330518400338606,  0.5089467479288540,1,0,1,10,  1.0000000000000000,42,40,42,40,14,0,  0.0200387847446671,0,0,0,3,1,95,0,0,3,3,10,2,1,0,14
0,  0.0000000000000000,  0.1193019921648090,  0.3048258459585300,0,0,0,8,  0.8888888888888888,8,8,8,8,7,0,  0.0121202327084680,0,0,0,2,5,21,1,1,4,4,9,0,0,0,7
0,  0.0452579651994156,  0.2606068898932840,  0.7538285110372290,1,0,1,4,  0.5714285714285714,75,58,75,58,7,0,  0.0121202327084680,0,0,0,1,5,169,2,2,3,3,7,2,1,0,7
0,  0.0000000000000000,  0.0797243632509256,  0.5065453427378520,0,0,0,5,  0.4545454545454545,37,28,37,27,7,0,  0.0121202327084680,0,0,0,0,5,59,1,1,2,2,11,0,0,0,7
0,  0.0000000000000000,  0.1618639777641940,  0.3583576994529520,1,0,1,2,  0.2500000000000000,12,12,12,12,7,0,  0.0121202327084680,0,0,0,1,3,22,1,1,3,3,8,1,1,0,7
0,  0.0000000000000000,  0.1118417178268240,  0.5345556903702410,0,0,0,4,  0.4000000000000000,27,25,27,25,7,0,  0.0121202327084680,0,0,1,0,5,48,2,2,2,2,10,0,0,0,7
0,  0.0000000000000000,  0.1680889891629510,  0.6578697013838790,0,0,0,6,  0.6000000000000000,34,29,34,26,7,0,  0.0121202327084680,0,0,0,1,5,75,2,2,3,3,10,0,0,0,7
0,  0.0887870552768018,  0.0691595136030384,  0.2227373893012360,0,0,0,5,  0.5000000000000000,7,7,7,7,7,0,  0.0121202327084680,0,0,0,2,5,12,2,2,2,2,10,0,0,0,7
0,  0.0358362320509111,  0.0000000000000000,  0.1517182981823050,0,0,0,9,  1.0000000000000000,8,8,8,8,1,0,  0.0053329023917259,0,0,0,3,5,13,2,2,3,3,9,0,0,0,1
0,  0.0000000000000000,  0.1348622093274230,  0.5143430651708530,0,1,0,8,  0.8000000000000000,20,18,20,18,3,0,  0.0075953458306399,0,0,0,2,5,48,1,1,3,3,10,0,0,0,3
0,  0.1212903828555050,  0.1926639942804850,  0.6356698246854960,0,0,0,5,  0.5555555555555556,37,34,37,33,3,0,  0.0075953458306399,0,1,1,1,5,74,1,1,4,3,9,0,0,0,3
0,  0.0295951332761175,  0.1925900296182010,  0.5946339904051430,1,0,1,6,  0.8571428571428571,42,34,42,34,3,0,  0.0075953458306399,0,0,0,1,3,86,2,2,4,3,7,2,1,0,3
0,  0.0000000000000000,  0.1288739788033720,  0.3741623159459850,1,0,0,3,  0.2727272727272727,4,3,4,3,4,1,  0.0064641241111829,0,0,0,2,1,10,2,2,2,2,11,0,1,1,3
0,  0.0000000000000000,  0.0165070392454304,  0.1867618733674640,0,0,0,8,  0.7272727272727273,5,4,5,4,4,1,  0.0064641241111829,0,0,0,2,8,8,2,2,2,2,11,0,0,1,3
0,  0.0941541334919589,  0.9999999999999990,  0.3288634841939020,1,0,0,1,  0.0909090909090909,18,18,18,17,4,1,  0.0064641241111829,0,0,0,1,1,36,2,2,2,2,11,0,1,1,3
0,  0.0000000000000000,  0.1509922727690540,  0.5265437695408080,0,0,1,7,  1.0000000000000000,40,34,40,31,1,0,  0.0053329023917259,0,1,0,0,5,105,1,1,3,3,7,1,0,0,1
0,  0.1097898330977820,  0.9999999999999990,  0.5633069801142270,0,0,1,1,  0.1250000000000000,54,47,54,46,2,1,  0.0053329023917259,1,1,0,1,1,108,2,2,3,3,8,2,0,1,1
0,  0.1573025597390920,  0.2791579223425740,  0.6897618327359200,1,0,1,3,  0.3750000000000000,48,36,48,34,2,1,  0.0053329023917259,1,0,0,1,1,112,1,1,2,2,8,2,3,1,1
0,  0.0960786014868699,  0.9999999999999990,  0.5380842639268310,1,0,0,1,  0.1250000000000000,37,37,37,37,3,1,  0.0064641241111829,0,1,0,3,1,92,2,2,3,3,8,0,1,1,2
0,  0.1130358309983660,  0.2569347308734570,  0.4493343769460140,0,0,1,8,  1.0000000000000000,14,14,14,14,3,1,  0.0064641241111829,1,0,0,1,7,46,2,2,3,3,8,1,0,1,2
0,  0.0000000000000000,  0.1554095995668090,  0.3389092594965150,0,0,0,4,  0.5000000000000000,24,21,24,20,3,1,  0.0064641241111829,0,0,0,1,4,48,2,2,3,3,8,0,0,1,2
0,  0.0254059719560585,  1.0000000000000000,  0.3399386089643730,0,0,1,1,  0.0666666666666667,12,10,12,10,3,1,  0.0064641241111829,1,0,0,1,1,28,2,2,2,2,15,1,0,1,2
0,  0.0000000000000000,  0.1250963246479230,  0.1844174520819120,0,0,0,13,  0.8666666666666667,6,6,6,6,3,1,  0.0064641241111829,1,1,0,3,7,12,2,2,3,3,15,0,0,1,2
0,  0.0000000000000000,  0.0939551416815231,  0.1903048077731770,0,0,1,15,  1.0000000000000000,2,2,2,2,3,1,  0.0064641241111829,0,1,0,3,4,9,2,2,3,3,15,1,0,1,2
0,  0.0209465168552401,  0.0964970061775557,  0.3748798137800490,1,0,0,7,  0.7000000000000000,53,43,53,43,3,0,  0.0075953458306399,0,0,0,3,5,75,2,2,3,3,10,0,1,0,3
0,  0.0355581345209556,  0.1356952562066150,  0.3624409087035530,0,0,0,5,  0.3571428571428572,23,23,23,21,3,0,  0.0075953458306399,0,0,0,1,5,51,2,2,3,3,14,0,0,0,3
0,  0.0000000000000000,  0.0000000000000000,  0.2816318640551980,0,0,0,17,  0.8500000000000000,5,5,5,5,3,0,  0.0075953458306399,0,1,0,3,8,12,2,2,2,2,20,0,0,0,3
0,  0.0790273803535731,  0.2517285100836120,  0.5686759874155500,0,0,1,13,  0.8666666666666667,21,20,21,19,3,0,  0.0075953458306399,1,0,0,1,7,57,2,2,4,3,15,1,0,0,3
0,  0.0521820250853220,  0.1551369726453040,  0.5230932292901970,0,0,0,14,  0.9333333333333334,31,29,31,29,3,0,  0.0075953458306399,1,0,0,1,7,68,2,2,4,3,15,0,0,0,3
0,  0.0428536623982574,  0.2702649792648650,  0.4904977596646760,0,0,0,10,  1.0000000000000000,17,17,17,17,3,0,  0.0075953458306399,0,0,0,1,5,42,2,2,3,3,10,0,0,0,3
0,  0.0393989993458076,  0.2319711366925260,  0.6405009112252470,0,0,1,4,  0.3333333333333333,50,44,50,43,4,0,  0.0087265675500970,0,0,0,1,7,105,1,1,4,3,12,1,0,0,4
0,  0.0000000000000000,  0.0942289002900203,  0.5595644460132810,0,0,0,3,  0.3750000000000000,37,31,37,30,4,0,  0.0087265675500970,0,0,0,1,5,85,2,2,4,3,8,0,0,0,4
0,  0.0000000000000000,  0.0981616990458554,  0.3596139804740170,0,0,0,9,  0.8181818181818182,25,25,25,24,4,0,  0.0087265675500970,0,0,0,3,5,45,2,2,3,3,11,0,0,0,4
0,  0.0000000000000000,  0.0941530472134411,  0.0922373004364827,0,0,0,10,  0.9090909090909091,3,3,3,3,4,0,  0.0087265675500970,0,0,0,2,5,4,2,2,2,2,11,0,0,0,4
0,  0.0712162397714260,  0.1550084634477510,  0.6678755414957700,0,0,1,6,  0.5000000000000000,61,56,61,56,4,0,  0.0087265675500970,1,1,0,3,7,159,1,1,3,3,12,1,0,0,4
0,  0.0744991761657514,  0.1619909868812920,  0.4989774381467230,0,0,0,12,  1.0000000000000000,20,20,20,20,4,0,  0.0087265675500970,1,0,0,3,7,52,2,2,3,3,12,0,0,0,4
0,  0.1349233903906690,  0.1653751136360730,  0.5439480892377870,1,0,0,3,  0.2500000000000000,20,18,20,18,4,0,  0.0087265675500970,0,0,0,1,2,53,0,0,3,3,12,0,1,0,4
0,  0.0338988890800745,  0.0782068862668893,  0.2618918729214880,0,0,0,2,  0.2000000000000000,9,9,9,9,4,0,  0.0087265675500970,0,0,0,3,8,20,2,2,3,3,10,0,0,0,4
0,  0.0000000000000000,  0.9999999999999990,  0.2237300815838480,1,0,0,1,  0.0909090909090909,11,11,11,11,4,1,  0.0075953458306399,0,0,0,1,1,17,2,2,2,2,11,0,1,1,3
0,  0.0000000000000000,  0.0834203545788163,  0.4765918034303200,0,0,0,3,  0.2727272727272727,19,17,19,17,4,1,  0.0075953458306399,1,0,0,2,4,54,2,2,3,3,11,0,0,1,3
0,  0.0000000000000000,  0.0180524738669228,  0.2428063203866490,0,0,0,6,  0.5454545454545454,9,9,9,9,4,1,  0.0075953458306399,1,1,0,1,4,20,2,2,3,3,11,0,0,1,3
0,  0.0000000000000000,  0.0404901347409450,  0.4616807329900290,0,0,0,8,  0.7272727272727273,7,7,7,7,4,1,  0.0075953458306399,1,0,0,3,7,31,2,2,2,2,11,0,0,1,3
0,  0.0151847168970499,  0.1796559466052380,  0.5938478286246460,0,1,0,6,  0.3750000000000000,25,25,25,25,1,0,  0.0053329023917259,0,0,0,1,5,70,2,2,4,3,16,0,0,0,1
0,  0.0712163659004915,  0.9999999999999990,  0.7285658178554360,1,1,1,1,  0.2000000000000000,57,50,57,50,4,1,  0.0064641241111829,1,1,0,1,1,153,1,1,3,3,5,2,6,2,2
0,  0.0000000000000000,  0.1557171672909340,  0.4090552009676330,1,0,0,4,  0.8000000000000000,12,11,12,11,4,1,  0.0064641241111829,1,0,0,1,1,34,1,1,3,3,5,0,1,2,2
0,  0.1062423467612260,  0.9999999999999990,  0.8435656280370680,1,1,1,1,  0.2500000000000000,88,68,88,67,4,1,  0.0064641241111829,1,1,0,3,1,251,1,1,4,3,4,2,6,2,2
0,  0.0225668213740444,  0.0798459970724740,  0.1696855497108790,0,0,0,3,  0.7500000000000000,7,7,7,7,4,1,  0.0064641241111829,1,1,0,3,7,20,2,2,4,3,4,0,0,2,2
0,  0.0853826517483594,  1.0000000000000000,  0.4596604704586350,0,0,1,1,  0.1111111111111111,25,22,25,22,3,1,  0.0064641241111829,1,0,0,1,1,61,0,0,3,3,9,1,0,1,2
0,  0.0000000000000000,  0.1326216397546370,  0.2584593947768130,0,0,0,5,  0.5555555555555556,7,7,7,7,3,1,  0.0064641241111829,1,0,0,2,7,17,1,1,3,3,9,0,0,1,2
0,  0.0000000000000000,  0.0789438121343811,  0.2627261981173610,0,0,0,7,  0.7777777777777778,5,5,5,5,3,1,  0.0064641241111829,0,0,0,1,7,14,2,2,2,2,9,0,0,1,2
0,  0.0816619195826546,  0.0709611624373350,  0.5219443227089590,0,0,0,10,  1.0000000000000000,15,14,15,14,1,0,  0.0053329023917259,0,0,0,3,5,44,2,2,4,3,10,0,0,0,1
0,  0.0668262817922553,  0.9262482725680900,  0.7333800570611970,1,0,1,1,  0.1666666666666667,56,46,56,42,3,1,  0.0064641241111829,1,0,0,1,1,132,2,2,4,3,6,3,1,1,2
0,  0.0803063408227034,  0.3226207171061400,  0.6413135439111860,0,0,1,3,  0.5000000000000000,20,19,20,19,3,1,  0.0064641241111829,1,1,0,1,7,63,2,2,2,2,6,1,0,1,2
0,  0.0242034971481302,  0.2601197509504030,  0.6583963647187830,0,0,1,6,  1.0000000000000000,42,36,42,34,3,1,  0.0064641241111829,0,0,0,1,5,98,0,0,3,3,6,1,0,1,2
0,  0.0326389683500372,  0.3011571247830310,  0.7246568143818980,0,0,1,4,  0.8000000000000000,46,43,46,41,3,1,  0.0064641241111829,0,0,0,1,4,126,1,1,4,3,5,2,0,1,2
0,  0.0890657835066777,  1.0000000000000000,  0.6123303750470930,1,0,0,1,  0.2000000000000000,27,27,27,27,3,1,  0.0064641241111829,0,0,0,1,1,78,1,1,4,3,5,0,4,1,2
0,  0.0000000000000000,  0.1525030214296000,  0.3446308559556080,1,0,0,2,  0.4000000000000000,13,13,13,13,3,1,  0.0064641241111829,0,0,0,1,4,34,2,2,4,3,5,0,1,1,2
0,  0.0627814270641651,  1.0000000000000000,  0.2497883376962390,1,0,1,1,  0.0909090909090909,8,7,8,7,5,1,  0.0087265675500970,1,0,0,1,1,25,2,2,2,2,11,2,1,1,4
0,  0.0000000000000000,  0.0273785426572626,  0.0721544333868212,0,0,0,3,  0.2727272727272727,2,2,2,2,5,1,  0.0087265675500970,1,0,0,3,7,6,2,2,2,2,11,0,0,1,4
0,  0.0000000000000000,  0.1719784498057860,  0.4220146481215850,1,0,1,7,  0.6363636363636364,12,11,12,11,5,1,  0.0087265675500970,0,0,0,2,1,28,2,2,3,3,11,1,1,1,4
0,  0.0000000000000000,  0.0000000000000000,  0.0485153637813637,0,0,0,5,  0.4545454545454545,3,3,3,3,5,1,  0.0087265675500970,0,0,0,2,4,6,2,2,2,2,11,0,0,1,4
0,  0.0000000000000000,  0.1072097616449750,  0.0406047805747980,0,0,0,10,  0.9090909090909091,1,1,1,1,5,1,  0.0087265675500970,1,0,0,2,7,1,2,2,2,2,11,0,0,1,4
0,  0.0689375575428094,  0.0692526370763998,  0.4138704523821510,1,0,0,5,  0.4166666666666667,10,10,10,10,4,1,  0.0075953458306399,0,0,0,2,1,23,2,2,2,2,12,0,1,1,3
0,  0.0562317539021448,  0.1814775783891120,  0.2223366487717090,1,0,0,3,  0.2500000000000000,11,9,11,9,4,1,  0.0075953458306399,0,0,0,1,1,31,2,2,2,2,12,0,2,1,3
0,  0.1535829429272590,  1.0000000000000000,  0.3800453287807700,1,0,0,1,  0.0833333333333333,10,9,10,9,4,1,  0.0075953458306399,0,0,0,1,1,23,2,2,2,2,12,0,1,1,3
0,  0.0000000000000000,  0.0571517111204914,  0.2658567486264110,0,0,0,8,  0.6666666666666666,14,12,14,12,4,1,  0.0075953458306399,1,1,0,1,7,31,1,1,3,3,12,0,0,1,3
0,  0.0213990226517866,  0.2599513676844660,  0.7211857844902270,0,0,0,3,  0.5000000000000000,53,43,53,43,77,0,  0.0867808661926309,0,0,0,2,5,135,2,2,3,3,6,0,0,0,77
0,  0.0121694850554975,  0.2457947489917680,  0.7138722923447860,0,0,1,6,  1.0000000000000000,33,29,33,29,77,0,  0.0867808661926309,0,0,0,1,5,103,2,2,3,3,6,1,0,0,77
0,  0.0000000000000000,  0.0728759353645794,  0.3715493783219850,0,0,0,9,  0.5625000000000000,2,2,2,2,77,0,  0.0867808661926309,0,0,0,2,5,13,2,2,2,2,16,0,0,0,77
0,  0.0000000000000000,  0.1187662204811150,  0.4835728742871150,0,0,1,3,  0.1875000000000000,11,10,11,10,77,0,  0.0867808661926309,0,0,0,1,5,46,2,2,3,3,16,1,0,0,77
0,  0.0000000000000000,  0.0517753702619249,  0.3605220191716740,1,0,0,4,  0.5000000000000000,13,10,13,10,77,0,  0.0867808661926309,0,0,0,1,7,37,2,2,2,2,8,0,1,0,77
0,  0.0742340412285538,  0.1991064271473010,  0.5088718724202730,0,0,0,5,  0.6250000000000000,13,12,13,12,77,0,  0.0867808661926309,0,0,0,1,5,47,2,2,2,2,8,0,0,0,77
0,  0.0000000000000000,  0.1924841507923130,  0.5051980054719740,0,1,0,3,  0.4285714285714286,17,17,17,17,77,0,  0.0867808661926309,0,0,0,1,5,41,2,2,2,2,7,0,0,0,77
0,  0.0336474252850272,  0.2997990865467770,  0.7226968674605290,0,1,1,5,  1.0000000000000000,34,27,34,24,77,0,  0.0867808661926309,0,0,0,1,5,117,2,2,3,3,5,1,0,0,77
0,  0.0892481810657486,  0.1386102490330910,  0.5253592395407480,0,0,0,8,  0.6666666666666666,21,21,21,21,77,0,  0.0867808661926309,0,0,0,1,5,77,1,1,2,2,12,0,0,0,77
0,  0.0766781420155009,  0.1067225807261290,  0.4491300630078060,0,1,0,9,  0.7500000000000000,21,20,21,19,77,0,  0.0867808661926309,0,0,0,1,5,47,2,2,3,3,12,0,0,0,77
0,  0.1058909233867170,  0.1861801087177270,  0.4852698992499480,0,1,0,2,  0.1666666666666667,10,10,10,10,77,0,  0.0867808661926309,0,0,0,0,7,45,0,0,3,3,12,0,0,0,77
0,  0.0000000000000000,  0.0118472526100827,  0.0611945846197750,0,0,0,2,  0.2500000000000000,4,4,4,4,77,0,  0.0867808661926309,0,0,0,3,3,5,2,2,3,3,8,0,0,0,77
0,  0.0817899206070878,  0.0983754113106130,  0.3749484630242850,0,0,0,4,  0.3333333333333333,17,16,17,15,77,0,  0.0867808661926309,0,1,0,1,5,50,2,2,3,3,12,0,0,0,77
0,  0.0758329785356888,  0.1049614196541000,  0.3504528153519640,0,0,0,7,  0.5833333333333334,10,10,10,10,77,0,  0.0867808661926309,1,0,0,3,5,32,2,2,4,3,12,0,0,0,77
0,  0.0000000000000000,  0.0000000000000000,  0.1358129907132210,0,0,1,4,  0.3636363636363637,8,8,8,8,77,0,  0.0867808661926309,0,0,0,3,3,15,2,2,2,2,11,1,0,0,77
0,  0.0371546769022032,  0.0206176158456023,  0.4481756943367460,0,0,1,2,  0.1818181818181818,13,12,13,11,77,0,  0.0867808661926309,0,0,0,1,3,44,2,2,3,3,11,1,0,0,77
0,  0.0000000000000000,  0.1116689317155530,  0.4945617358760390,0,1,0,5,  0.5555555555555556,27,25,27,25,77,0,  0.0867808661926309,0,0,0,3,5,75,1,1,4,3,9,0,0,0,77
0,  0.0000000000000000,  0.2052153548571640,  0.5365561071065540,0,0,0,6,  0.4615384615384616,6,6,6,6,77,0,  0.0867808661926309,0,0,0,1,6,39,0,0,2,2,13,0,0,0,77
0,  0.0000000000000000,  0.2052153548571640,  0.5365561071065540,0,0,0,7,  0.5384615384615384,6,6,6,6,77,0,  0.0867808661926309,0,0,0,1,5,39,0,0,2,2,13,0,0,0,77
0,  0.0000000000000000,  0.0572121057375832,  0.3415680605413520,0,0,0,3,  0.2307692307692308,7,7,7,7,77,0,  0.0867808661926309,0,0,0,2,5,18,2,2,2,2,13,0,0,0,77
0,  0.0000000000000000,  0.0903446492793387,  0.4178896998140070,0,0,1,5,  0.3846153846153846,11,11,11,11,77,0,  0.0867808661926309,0,0,0,2,5,34,2,2,3,3,13,1,0,0,77
0,  0.0279657065750438,  0.1884841766733450,  0.5397750047674350,0,0,1,10,  0.7692307692307693,20,18,20,17,77,0,  0.0867808661926309,0,0,0,1,5,63,1,1,4,3,13,1,0,0,77
0,  0.0407415267165957,  0.1736713645521200,  0.4877997763642140,0,0,1,12,  0.9230769230769231,12,12,12,12,77,0,  0.0867808661926309,0,1,0,1,5,41,2,2,3,3,13,1,0,0,77
0,  0.0000000000000000,  0.0175311865492997,  0.1270199863581850,1,0,0,6,  0.6000000000000000,6,5,6,5,77,0,  0.0867808661926309,0,0,0,1,1,10,2,2,2,2,10,0,2,0,77
0,  0.0598295974654919,  0.1427696803836170,  0.3928173514348940,0,0,0,6,  0.6000000000000000,12,10,12,10,77,0,  0.0867808661926309,0,0,0,2,3,25,2,2,2,2,10,0,0,0,77
0,  0.0000000000000000,  0.2040897910038910,  0.3533496360116280,0,0,0,2,  0.2222222222222222,10,10,10,10,77,0,  0.0867808661926309,0,0,0,1,5,25,2,2,3,3,9,0,0,0,77
0,  0.0110212661069769,  0.2354007949755830,  0.6692581085723610,0,0,1,6,  0.6666666666666666,37,35,37,35,77,0,  0.0867808661926309,0,0,1,1,5,117,1,1,3,3,9,1,0,0,77
0,  0.0166155655178714,  0.0580338969173233,  0.4736447246010540,0,0,1,11,  1.0000000000000000,12,11,12,11,77,0,  0.0867808661926309,0,0,0,2,5,52,2,2,3,3,11,2,0,0,77
0,  0.0000000000000000,  0.0903535324231571,  0.4017267375754430,1,0,1,2,  0.1818181818181818,11,10,11,10,77,0,  0.0867808661926309,0,0,0,2,3,33,2,2,3,3,11,1,2,0,77
0,  0.0279991482135611,  0.1186548958224830,  0.4523959697619990,1,0,1,4,  0.5714285714285714,11,11,11,11,77,0,  0.0867808661926309,0,0,0,2,3,35,2,2,3,3,7,1,3,0,77
0,  0.0000000000000000,  0.1621113889586100,  0.4526866964236390,0,0,0,4,  0.5000000000000000,11,11,11,11,77,0,  0.0867808661926309,0,0,0,1,5,45,2,2,2,2,8,0,0,0,77
